"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Yah ne the people of <ed><U+00A0><U+00BC><ed><U+00B7><U+00BF><ed><U+00A0><U+00BC><ed><U+00B7><U+00BC> <ed><U+00A0><U+00BC><ed><U+00B7><U+00BF><ed><U+00A0><U+00BC><ed><U+00B7><U+00BC> have been played again, by the same man.
#Zimbabwe
#Mugabe https://t.co/nQ4al13zof",FALSE,0,NA,2017-12-01 20:00:24,FALSE,NA,"936686438929911808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iam_wayneIII",0,FALSE,FALSE,NA,NA
"2","#WORLD | From widely acclaimed emancipator of his nation to loathed leader, Robert #Mugabe’s 37-year rule of… https://t.co/xGb7srNpf0",FALSE,0,NA,2017-12-01 20:00:04,TRUE,NA,"936686356008497156",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","theBAtimes",0,FALSE,FALSE,NA,NA
"3","RT @mrsverypicky: Shocking report on #c4news about the profligacy of #Mugabe 's sons in Johannesburg night clubs. Lets hope these boys soon…",FALSE,0,NA,2017-12-01 19:57:54,FALSE,NA,"936685809616543745",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LadyVGrantham",1,TRUE,FALSE,NA,NA
"4","Zimbabwe's Mugabe ignores party deadline to quit | Mugabe #Mugabe https://t.co/IjITSetGP5 #mugabe",FALSE,0,NA,2017-12-01 19:57:51,FALSE,NA,"936685797276872706",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","linadbg",0,FALSE,FALSE,NA,NA
"5","RT @stephfenty: #Mugabe @ the world https://t.co/K8KQ4OVDl8",FALSE,0,NA,2017-12-01 19:56:46,FALSE,NA,"936685523791417344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carefreeblvkkid",358,TRUE,FALSE,NA,NA
"6","now that #mugabe is gone, zimbabweans will expect change, but they will not receive it with #Mnangagwa there will b… https://t.co/LBedMZnc0c",FALSE,0,NA,2017-12-01 19:54:04,TRUE,NA,"936684844519628800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ftrhaircmplmnt",0,FALSE,FALSE,NA,NA
"7","RT @dewamavhinga: Breaking: #Zimbabwe former deputy president to #Mugabe, R.P Mphoko reportedly handed over to Zimbabwe police by Botswana…",FALSE,0,NA,2017-12-01 19:52:44,FALSE,NA,"936684509579399169",NA,"<a href=""http://wwicsgroup.com"" rel=""nofollow"">retweet wwics app</a>","WWICSReviews",17,TRUE,FALSE,NA,NA
"8","RT @dewamavhinga: Breaking: #Zimbabwe former deputy president to #Mugabe, R.P Mphoko reportedly handed over to Zimbabwe police by Botswana…",FALSE,0,NA,2017-12-01 19:52:07,FALSE,NA,"936684355862265856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZamanniSteve",17,TRUE,FALSE,NA,NA
"9","RT @dewamavhinga: Breaking: #Zimbabwe former deputy president to #Mugabe, R.P Mphoko reportedly handed over to Zimbabwe police by Botswana…",FALSE,0,NA,2017-12-01 19:51:55,FALSE,NA,"936684305849257984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fiicaan",17,TRUE,FALSE,NA,NA
"10","The #Mugabe boys still partying in Jo'burg like nothing's changed. Would be great to see them face justice. <ed><U+00A0><U+00BC><ed><U+00BD><U+00BE><ed><U+00A0><U+00BC><ed><U+00B7><U+00BF><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6><ed><U+00A0><U+00BC><ed><U+00B7><U+00BF><ed><U+00A0><U+00BC><ed><U+00B7><U+00BC> #C4News",FALSE,0,NA,2017-12-01 19:47:26,FALSE,NA,"936683175232798725",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Garbotron",0,FALSE,FALSE,NA,NA
"11","RT @stephfenty: #Mugabe @ the world https://t.co/K8KQ4OVDl8",FALSE,0,NA,2017-12-01 19:45:45,FALSE,NA,"936682750089850881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","coc0nut_",358,TRUE,FALSE,NA,NA
"12","Shocking report on #c4news about the profligacy of #Mugabe 's sons in Johannesburg night clubs. Lets hope these boy… https://t.co/uDU790AqcD",FALSE,2,NA,2017-12-01 19:45:26,TRUE,NA,"936682672767881216",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mrsverypicky",1,FALSE,FALSE,NA,NA
"13","@Channel4News interesting package on #Mugabe’s sons but what about the poor #SouthAfricans still living in… https://t.co/Y8CERSEcl7",FALSE,0,"Channel4News",2017-12-01 19:39:19,TRUE,NA,"936681135123435520","14569869","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rce1276",0,FALSE,FALSE,NA,NA
"14","RT @ImadMesdoua: Recalibration of power in post-#Mugabe #Zimbabwe. Military officials given key jobs in #Mnangagwa's first cabinet. Stillbi…",FALSE,0,NA,2017-12-01 19:39:14,FALSE,NA,"936681110330904577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DannyWijnhoud",1,TRUE,FALSE,NA,NA
"15","RT @dewamavhinga: Breaking: #Zimbabwe former deputy president to #Mugabe, R.P Mphoko reportedly handed over to Zimbabwe police by Botswana…",FALSE,0,NA,2017-12-01 19:38:48,FALSE,NA,"936681003061600259",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SoAfricaAIUSA",17,TRUE,FALSE,NA,NA
"16","RT @LanceGuma: With the fall of #Mugabe, #Mnangagwa knew the whole world was watching his speech and he said all the right things. He also…",FALSE,0,NA,2017-12-01 19:36:28,FALSE,NA,"936680416530108419",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MTHETHELELISAMU",23,TRUE,FALSE,NA,NA
"17","RT @thevincecarter: Africans: While we wait for #Mugabe to step down https://t.co/Vn4A1gBOFD",FALSE,0,NA,2017-12-01 19:35:33,FALSE,NA,"936680186061447169",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Thetso_M",95,TRUE,FALSE,NA,NA
"18","RT @SputnikInt: #Mnangagwa always pays his debts: anti-#Mugabe generals given top government jobs https://t.co/N8evfRi2zQ #Zimbabwe https:/…",FALSE,0,NA,2017-12-01 19:35:31,FALSE,NA,"936680178658443269",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","egregormasters1",3,TRUE,FALSE,NA,NA
"19","Race is not a defence against being a nasty twat @Channel4News  #Mugabe",FALSE,0,NA,2017-12-01 19:34:45,FALSE,NA,"936679985431105536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cobaltmale",0,FALSE,FALSE,NA,NA
"20","RT @tapiwazawanda: Is this #PresidentMnangagwa cabinet part of the #Mugabe exit package?? @Wamagaisa looks like operation restore legacy wi…",FALSE,0,NA,2017-12-01 19:29:04,FALSE,NA,"936678553554472960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BonaMwanaWeHure",1,TRUE,FALSE,NA,NA
"21","I will never fall on this app #Mugabe",FALSE,0,NA,2017-12-01 19:28:16,FALSE,NA,"936678350453727233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MonClapped",0,FALSE,FALSE,NA,NA
"22","RT @joburglawyer: When power leaves through the front door, “love” flies out the window. #Mugabe can’t transfer the Presidency to #Grace so…",FALSE,0,NA,2017-12-01 19:26:19,FALSE,NA,"936677861792116738",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YvonneH26042560",3,TRUE,FALSE,NA,NA
"23","RT @dewamavhinga: Breaking: #Mnangagwa includes Military generals who spearheaded the coup against #Mugabe in new cabinet - Air Marshall Pe…",FALSE,0,NA,2017-12-01 19:24:07,FALSE,NA,"936677307686772736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","curtiskj",121,TRUE,FALSE,NA,NA
"24","RT @_UhuruNews_: #TBSNFLASHBACK: “#Zimbabwe’s president #Mugabe repeals his decision to take possession of the country’s gold mines” https:…",FALSE,0,NA,2017-12-01 19:23:26,FALSE,NA,"936677138069098498",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UhuruSolidarity",1,TRUE,FALSE,NA,NA
"25","RT @dewamavhinga: Breaking: #Zimbabwe former deputy president to #Mugabe, R.P Mphoko reportedly handed over to Zimbabwe police by Botswana…",FALSE,0,NA,2017-12-01 19:22:36,FALSE,NA,"936676925791244290",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","curtiskj",17,TRUE,FALSE,NA,NA
"26","RT @dewamavhinga: Breaking: #Zimbabwe former deputy president to #Mugabe, R.P Mphoko reportedly handed over to Zimbabwe police by Botswana…",FALSE,0,NA,2017-12-01 19:13:30,FALSE,NA,"936674635437010945",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HayesMabweazara",17,TRUE,FALSE,NA,NA
"27","RT @dewamavhinga: Breaking: #Zimbabwe former deputy president to #Mugabe, R.P Mphoko reportedly handed over to Zimbabwe police by Botswana…",FALSE,0,NA,2017-12-01 19:09:54,FALSE,NA,"936673731946143745",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pablo_di_Don",17,TRUE,FALSE,NA,NA
"28","RT @RiseUpZim: Hats off. Celebration of the year. @Trends_SADC @ali_naka @News24  #Zimbabweans #ZimCoup #Mugabe . Let's make her famous. Re…",FALSE,0,NA,2017-12-01 19:09:33,FALSE,NA,"936673640900374528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mzemberwa_fruit",940,TRUE,FALSE,NA,NA
"29","What the #Mugabe coup says about #China’s plans for #Africa | FYI, @USAfricaCommand — #China is bankrolling a massi… https://t.co/jo2ijwneqh",FALSE,1,NA,2017-12-01 18:57:20,TRUE,NA,"936670566718861312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AbuDeng",0,FALSE,FALSE,NA,NA
"30","RT @BevaShaps: See you again #Mugabe <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/Kb3cQyMOUw",FALSE,0,NA,2017-12-01 18:51:30,FALSE,NA,"936669100327276544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kgadie_M",17,TRUE,FALSE,NA,NA
"31","@squidlimerick And #Dublin #Eire parliament gave a massive party for #Mugabe too <U+263A>",FALSE,0,"squidlimerick",2017-12-01 18:50:54,FALSE,"936369778737938433","936668948845776899","22273062","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rodee55",0,FALSE,FALSE,NA,NA
"32","RT @BevaShaps: See you again #Mugabe <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/Kb3cQyMOUw",FALSE,0,NA,2017-12-01 18:49:32,FALSE,NA,"936668603499327493",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nwabisa35482977",17,TRUE,FALSE,NA,NA
"33","RT @TheSolarFella: Interesting how .@BBCNews calling #mugabe arrogant.  I don't suppose Ian Smith or Cecil John Rhodes were arrogant at all…",FALSE,0,NA,2017-12-01 18:48:33,FALSE,NA,"936668359244034048",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","itionpoint",4,TRUE,FALSE,NA,NA
"34","RT @SputnikInt: #Mnangagwa always pays his debts: anti-#Mugabe generals given top government jobs https://t.co/N8evfRi2zQ #Zimbabwe https:/…",FALSE,0,NA,2017-12-01 18:44:01,FALSE,NA,"936667217609003009",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SDrinsinger",3,TRUE,FALSE,NA,NA
"35","RT @SputnikInt: #Mnangagwa always pays his debts: anti-#Mugabe generals given top government jobs https://t.co/N8evfRi2zQ #Zimbabwe https:/…",FALSE,0,NA,2017-12-01 18:43:04,FALSE,NA,"936666978839822336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","asif12252",3,TRUE,FALSE,NA,NA
"36","#Constitution Digest: #Italian constitutional court upholds child #vaccination requirements, the latest on the… https://t.co/4VGwLBu4gm",FALSE,0,NA,2017-12-01 18:40:39,TRUE,NA,"936666367255859200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ccpconstitute",0,FALSE,FALSE,NA,NA
"37","#Mnangagwa always pays his debts: anti-#Mugabe generals given top government jobs https://t.co/N8evfRi2zQ #Zimbabwe https://t.co/M33UhKTTCR",FALSE,3,NA,2017-12-01 18:40:00,FALSE,NA,"936666205762416641",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SputnikInt",3,FALSE,FALSE,NA,NA
"38","RT @africasacountry: The political economist Patrick Bond (in South Africa) is not convinced by the elite transition from #Mugabe to #Mnang…",FALSE,0,NA,2017-12-01 18:36:49,FALSE,NA,"936665405011251201",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SibandaClarity",16,TRUE,FALSE,NA,NA
"39","RT @workersworld: #Zimbabwe after #Mugabe: Struggle for #Sovereignty vs #Imperialism - WWP forum Saturday in #NYC | 1-3pm | details --&gt; htt…",FALSE,0,NA,2017-12-01 18:35:17,FALSE,NA,"936665020754157568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TKOakWWP",3,TRUE,FALSE,NA,NA
"40","RT @dewamavhinga: Breaking: #Zimbabwe former deputy president to #Mugabe, R.P Mphoko reportedly handed over to Zimbabwe police by Botswana…",FALSE,0,NA,2017-12-01 18:34:51,FALSE,NA,"936664909030592512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LaurenPinDC",17,TRUE,FALSE,NA,NA
"41","RT @dewamavhinga: Breaking: #Zimbabwe former deputy president to #Mugabe, R.P Mphoko reportedly handed over to Zimbabwe police by Botswana…",FALSE,0,NA,2017-12-01 18:29:05,FALSE,NA,"936663458682155008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MountAirMedia",17,TRUE,FALSE,NA,NA
"42","RT @DailyNewsZim: Zimbabweans take to the streets as they begin march to push out #Mugabe #DailyNewsZim https://t.co/KQe0yX6wcB",FALSE,0,NA,2017-12-01 18:28:30,FALSE,NA,"936663310891708416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ruth88425020",22,TRUE,FALSE,NA,NA
"43","RT @dewamavhinga: Breaking: #Zimbabwe former deputy president to #Mugabe, R.P Mphoko reportedly handed over to Zimbabwe police by Botswana…",FALSE,0,NA,2017-12-01 18:25:49,FALSE,NA,"936662636871274501",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JohanBuys6",17,TRUE,FALSE,NA,NA
"44","RT @workersworld: #Zimbabwe after #Mugabe: Struggle for #Sovereignty vs #Imperialism - WWP forum Saturday in #NYC | 1-3pm | details --&gt; htt…",FALSE,0,NA,2017-12-01 18:25:01,FALSE,NA,"936662436266020864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DeyanWonder",3,TRUE,FALSE,NA,NA
"45","RT @EsayasMood: What started as a coup ended as a coup. #CoupCabinet ended hopes of people of #Zimbabwe too soon. #Mnangagwa #Mugabe",FALSE,0,NA,2017-12-01 18:24:42,FALSE,NA,"936662355517296642",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","teshager_belay",2,TRUE,FALSE,NA,NA
"46","RT @EsayasMood: What started as a coup ended as a coup. #CoupCabinet ended hopes of people of #Zimbabwe too soon. #Mnangagwa #Mugabe",FALSE,0,NA,2017-12-01 18:24:25,FALSE,NA,"936662285686398978",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Afriq_United",2,TRUE,FALSE,NA,NA
"47","RT @dewamavhinga: Breaking: #Zimbabwe former deputy president to #Mugabe, R.P Mphoko reportedly handed over to Zimbabwe police by Botswana…",FALSE,0,NA,2017-12-01 18:21:53,FALSE,NA,"936661647657259013",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anne_hussain",17,TRUE,FALSE,NA,NA
"48","What started as a coup ended as a coup. #CoupCabinet ended hopes of people of #Zimbabwe too soon. #Mnangagwa #Mugabe",FALSE,2,NA,2017-12-01 18:21:37,FALSE,NA,"936661578828730368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EsayasMood",2,FALSE,FALSE,NA,NA
"49","RT @workersworld: #Zimbabwe after #Mugabe: Struggle for #Sovereignty vs #Imperialism - WWP forum Saturday in #NYC | 1-3pm | details --&gt; htt…",FALSE,0,NA,2017-12-01 18:21:31,FALSE,NA,"936661555881611269",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BeaverFmOregon",3,TRUE,FALSE,NA,NA
"50","RT @dewamavhinga: Breaking: #Zimbabwe former deputy president to #Mugabe, R.P Mphoko reportedly handed over to Zimbabwe police by Botswana…",FALSE,0,NA,2017-12-01 18:21:26,FALSE,NA,"936661533291139074",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","geoffreyyork",17,TRUE,FALSE,NA,NA
"51","RT @dewamavhinga: Breaking: #Zimbabwe former deputy president to #Mugabe, R.P Mphoko reportedly handed over to Zimbabwe police by Botswana…",FALSE,0,NA,2017-12-01 18:20:22,FALSE,NA,"936661265417633793",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","josephkhanyile",17,TRUE,FALSE,NA,NA
"52","#Zimbabwe after #Mugabe: Struggle for #Sovereignty vs #Imperialism - WWP forum Saturday in #NYC | 1-3pm | details -… https://t.co/cyamZ47Gjv",FALSE,2,NA,2017-12-01 18:20:06,TRUE,NA,"936661195951673351",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","workersworld",3,FALSE,FALSE,NA,NA
"53","RT @dewamavhinga: Breaking: #Zimbabwe former deputy president to #Mugabe, R.P Mphoko reportedly handed over to Zimbabwe police by Botswana…",FALSE,0,NA,2017-12-01 18:17:33,FALSE,NA,"936660557490507779",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SSRayzl",17,TRUE,FALSE,NA,NA
"54","#TBSNFLASHBACK: “#Zimbabwe’s president #Mugabe repeals his decision to take possession of the country’s gold mines”… https://t.co/Hma27FujVa",FALSE,1,NA,2017-12-01 18:17:27,TRUE,NA,"936660531733319681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_UhuruNews_",1,FALSE,FALSE,NA,NA
"55","RT @dewamavhinga: Breaking: #Zimbabwe former deputy president to #Mugabe, R.P Mphoko reportedly handed over to Zimbabwe police by Botswana…",FALSE,0,NA,2017-12-01 18:16:59,FALSE,NA,"936660413827121152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nyashafidelis",17,TRUE,FALSE,NA,NA
"56","Breaking: #Zimbabwe former deputy president to #Mugabe, R.P Mphoko reportedly handed over to Zimbabwe police by Bot… https://t.co/WuLVaIE5cp",FALSE,6,NA,2017-12-01 18:16:39,TRUE,NA,"936660329152548868",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dewamavhinga",17,FALSE,FALSE,NA,NA
"57","RT @dewamavhinga: Breaking: #Mnangagwa includes Military generals who spearheaded the coup against #Mugabe in new cabinet - Air Marshall Pe…",FALSE,0,NA,2017-12-01 18:12:18,FALSE,NA,"936659233399083008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tolugboji26",121,TRUE,FALSE,NA,NA
"58","After #Mugabe it is still Mugabe #Zimbabwe. We have just changed the other side of the coin. #Africa",FALSE,1,NA,2017-12-01 18:06:58,FALSE,NA,"936657894631755776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bikjo",0,FALSE,FALSE,NA,NA
"59","RT @100dayRejection: #DistructionBoyz #OmunyePhezuKomunye This is the Official Video auditions. #Mugabe exit celebrations https://t.co/jUV7…",FALSE,0,NA,2017-12-01 18:00:05,FALSE,NA,"936656159804723201",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","keletso_hanong2",55,TRUE,FALSE,NA,NA
"60","RT @De_Laste_K: Breaking News  Robert Mugabe is still President of Zimbabwe But this time the ""P"" is silent #MugabeResigns #Mugabe https://…",FALSE,0,NA,2017-12-01 17:52:09,FALSE,NA,"936654165824212992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kalipaml",577,TRUE,FALSE,NA,NA
"61","Life comes at you hard #Zimbabwe #Mugabe #Grace https://t.co/SoW9Fg2VWD",FALSE,1,NA,2017-12-01 17:42:44,FALSE,NA,"936651793194471424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ntuliluckywelco",0,FALSE,FALSE,NA,NA
"62","RT @joburglawyer: When power leaves through the front door, “love” flies out the window. #Mugabe can’t transfer the Presidency to #Grace so…",FALSE,0,NA,2017-12-01 17:39:45,FALSE,NA,"936651045039689728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jlb333333",3,TRUE,FALSE,NA,NA
"63","Academics in #Zimbabwe have hope and concerns for post-#Mugabe era https://t.co/zhAmu2P4ic #college #HigherEducation",FALSE,0,NA,2017-12-01 17:38:46,FALSE,NA,"936650794115391489",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Headed4College",0,FALSE,FALSE,NA,NA
"64","RT @91CJJR: Big Shaq in Zim #MugabeMustGo #mugabe #MugabeSpeech #ChooseDay #TuesdayMotivation #TheQueenMzansi https://t.co/9sL1S9tvBf",FALSE,0,NA,2017-12-01 17:37:22,FALSE,NA,"936650442775375873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nathi73645573",6,TRUE,FALSE,NA,NA
"65","RT @dewamavhinga: Breaking: #Mnangagwa includes Military generals who spearheaded the coup against #Mugabe in new cabinet - Air Marshall Pe…",FALSE,0,NA,2017-12-01 17:35:04,FALSE,NA,"936649865702051840",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","YvonneMhango",121,TRUE,FALSE,NA,NA
"66","When power leaves through the front door, “love” flies out the window. #Mugabe can’t transfer the Presidency to… https://t.co/TyrE2pzFhV",FALSE,0,NA,2017-12-01 17:34:44,TRUE,NA,"936649778670309376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joburglawyer",3,FALSE,FALSE,NA,NA
"67","Perhaps @jeremycorbyn and his Red Army of #student #Glastonbury supporters @PeoplesMomentum should follow #FF… https://t.co/eWyjR4sWOe",FALSE,0,NA,2017-12-01 17:33:59,TRUE,NA,"936649591663013890",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TotallyTopical2",0,FALSE,FALSE,NA,NA
"68","Could the fall of #Mugabe signal the beginning of the end of an era of African strongmen? https://t.co/FvyLywsNNn",FALSE,0,NA,2017-12-01 17:30:43,FALSE,NA,"936648769021628418",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","diplocourier",0,FALSE,FALSE,NA,NA
"69","RT @GwenLister1: Now’s the time we may finally find out whether the rumor that #Mugabe was given a farm in #Namibia by Nujoma is true or no…",FALSE,0,NA,2017-12-01 17:29:14,FALSE,NA,"936648394960986112",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IyandaGaeses",89,TRUE,FALSE,NA,NA
"70","Felt all along that people had  imagined a particular scenario for the departure of #Mugabe and looked for informat… https://t.co/mLdUBEOzYv",FALSE,1,NA,2017-12-01 17:22:34,TRUE,NA,"936646718858375168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tiekutom",0,FALSE,FALSE,NA,NA
"71","RT @abraham_kingpin: My latest piece on #Zimbabwe in the post #Mugabe era in @fightbacknews https://t.co/oo2pJhjIIN",FALSE,0,NA,2017-12-01 17:17:19,FALSE,NA,"936645399720484865",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NutellaPraxis",1,TRUE,FALSE,NA,NA
"72","RT @LanceGuma: With the fall of #Mugabe, #Mnangagwa knew the whole world was watching his speech and he said all the right things. He also…",FALSE,0,NA,2017-12-01 17:15:36,FALSE,NA,"936644965123461126",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","douglasprogers",23,TRUE,FALSE,NA,NA
"73","RT @LanceGuma: With the fall of #Mugabe, #Mnangagwa knew the whole world was watching his speech and he said all the right things. He also…",FALSE,0,NA,2017-12-01 17:14:01,FALSE,NA,"936644566228389888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","zhizzy91",23,TRUE,FALSE,NA,NA
"74","RT @LanceGuma: With the fall of #Mugabe, #Mnangagwa knew the whole world was watching his speech and he said all the right things. He also…",FALSE,0,NA,2017-12-01 17:13:28,FALSE,NA,"936644428680310784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tommy23149169",23,TRUE,FALSE,NA,NA
"75","RT @LanceGuma: With the fall of #Mugabe, #Mnangagwa knew the whole world was watching his speech and he said all the right things. He also…",FALSE,0,NA,2017-12-01 17:11:01,FALSE,NA,"936643813522542593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Afrimagnate",23,TRUE,FALSE,NA,NA
"76","RT @cobbo3: #Mnangagwa arrives to be sworn in as #Zimbabwe's new president after #Mugabe's fall. Look at that tail! And you thought the car…",FALSE,0,NA,2017-12-01 16:54:48,FALSE,NA,"936639731252817920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Grkyr0Lb74rOMDs",628,TRUE,FALSE,NA,NA
"77","My latest piece on #Zimbabwe in the post #Mugabe era in @fightbacknews https://t.co/oo2pJhjIIN",FALSE,3,NA,2017-12-01 16:53:08,FALSE,NA,"936639311549812736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abraham_kingpin",1,FALSE,FALSE,NA,NA
"78","Mnagagwa choice selection of military men in his cabinet confirms the ouster of #Mugabe was a coup'd'etat devoid of… https://t.co/nDAu9Dieay",FALSE,0,NA,2017-12-01 16:48:08,TRUE,NA,"936638053975773186",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KairuWangombe",0,FALSE,FALSE,NA,NA
"79","RT @steve_hanke: Since the land reforms of 2000, the value of #Zimbabwe's farm production has shrunk by 45%. #Mugabe's erosion of the econo…",FALSE,0,NA,2017-12-01 16:47:05,FALSE,NA,"936637790548357120",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Lilianhyz",6,TRUE,FALSE,NA,NA
